Kobe Bryant dies in heli crash,eubd51,LastCallForBeer,75234,0.87,10
Cleveland Terminal Tower tribute to Kobe,euj837,cookestudios,773,0.96,0
Don't let it die,eukjy3,abidlone1111,472,0.92,0
He practices this daily,eu6laz,rnielsen776,18966,0.92,2
Kobe dropping 81 points on the Raptors,euc363,iBleeedorange,1613,0.94,1
Los Angeles City Hall's Tribute to Kobe,eujvff,YnwaMquc2k19,194,0.94,0
Nick Kyrgios warming up for his match against Rafael Nadal in a Kobe Bryant shirt 🙏,eul62p,pdiddey,51,0.88,0
The Raptors and Spurs run out the 24 second shot-clock on their first possession,eudtqq,iBleeedorange,259,0.95,0
“Kobe”by Derek Jeter,eujfar,adk32,30,0.88,0
Hang on let me try again,eu8xz6,kalifornianornia99,320,0.97,0
Lebron James and Kobe Bryant laughing at Olympics,eujobm,Jocko-podcast,24,0.82,0
Nick Kyrgios wearing Kobe’s 8 Rip.,eul6af,ArunavDs,17,0.76,0
Harlequins score a try from a massive dummy pass against the Saracens (Premiership Rugby),eujvsk,eshfesh,25,0.95,0
Drove to Staples to grieve with fellow fans - 8:24 PM fans chanted Kobe's name in his honor,euk87g,RGRxDGR,21,0.78,0
Stunning catch by Faf du Plessis to dismiss Joe Root,eu9mtk,_snif,217,0.96,0
Still can’t believe it. At a loss for words.,euktku,ChrisHagin26,15,0.68,0
Tiger Woods hits golf shot that goes into the hole and jumps out,euaanw,filbertsteiner,117,0.98,0
Iranian athlete who fled country wants to compete for Germany in Tokyo,etua8t,wontstoplearning,10671,0.94,0
Tiger Woods’ would-be Eagle hole out bounces out of cup at Farmers 2020,eubb9d,rpgmgta,53,0.9,0
NBA did not seriously consider postponing Sunday games in wake of Kobe Bryant’s death,eum6yq,Koala_Confused,3,0.8,0
Kobe doesn't flinch. One of my favorite Mamba Moments. RIP to a legend.,eum6t8,Mojo884ever,3,0.8,0
South African captain Faf du Plessis' catch against England today,eub7jp,AustereTiger,39,0.91,0
Nick Kyrgios sports Kobe Bryant jersey ahead of clash with rival Rafael Nadal,eul4pa,HellsJuggernaut,3,0.71,0
Saudi Arabia in talks to buy Newcastle United from Mike Ashley in £340m deal,euas1u,wontstoplearning,25,0.91,0
Superb pitch quality in Tranmere folks,eu87er,UsidoreElAzul,37,0.83,0
“One name. One icon. One legacy” Kobe Bryant tribute video via SportsCenter,eulw0w,Allemanator,1,0.6,0
Kobe Bryant tribute...the legend lives!!!,eulhcd,EconomyCall,0,0.43,0
RIP Kobe and Gigi,eul2nj,Oblongmind420,0,0.5,0
Jarvis makes a quick double catch in the NFL Dodgeball portion of the pro bowl. He goes on to win the game with some flair.,euatxm,seraphim19,11,0.71,0
Ski Knuckle Huck: FULL BROADCAST | X Games Aspen 2020,eu83jq,odellbaconjunior,16,0.86,0
Kobe,eumgqz,iamUKL,0,0.33,0
When Edge came in,eulqdf,pterribilis17,0,0.25,0
Jarvis Landry Pro Bowl Dodgeball King,etkgek,zebulonworkshops,28092,0.94,0
Such an amazing athlete. What a shock to hear of his death this morning.,eukm1k,barclayad,0,0.29,0
LeBron James passes Kobe Bryant for third on the all time NBA scoring list,eu1da4,IHaveABigCaucus,50,0.86,0
MSNBC Reporter Says The N-Word When Addressing The Death Of Kobe Bryant,eul7g1,Dotti_Lou,0,0.28,0
Lol kob ded,eum1ht,N1993R5areU91Y,0,0.14,0
Google 'When did Kobe Bryant die' and it lists day of deadly crash as 'date of assassination',eukcha,mynameisalex1,0,0.35,0
🇱🇷🙏🙏🙏May he never be forgotten 🙏🙏🙏🇱🇷,eukyam,TheBoxBoxer,0,0.19,0
"25 years ago today Eric Cantona did his infamous ""Kung-Fu kick"" on a fan at Selhurst Park.",etpr72,ZZiyan_11,256,0.9,0
REF YOU SUCK! - Documentary on referee hate from fans in sports,etzkiw,FunkyFlamchango,21,0.81,0
January Grand Sumo Tournament in Tokyo,etplax,jeena,74,0.94,0
Matheesha Pathirana bowled against India the speed of the ball appeared on the scoreboard at 175 km per hour,ets7hu,hacktoyou,25,0.71,0
Conor Mcgregor enters The Matrix.,et7vv8,Sofargonept2,34304,0.85,3
NFL Teams Are Hiring And Firing Coaches More Quickly. The Results Are … Not Great.,etqozf,Sanlear,32,0.91,0
Kitzbuhel Downhill in slow motion,etpfqr,Pizzashillsmom,34,0.83,0
Free kick routine of village kids Kerala India. (Better than our natn'l team),etoint,SufficientCake9,28,0.86,0
Cancellation of Marathon in Hong Kong,etolf7,ChanYatSum,21,0.89,0
Henrik Harlaut with a gravity defying butter,etkht2,xiic,42,0.95,0
Beautiful goal in the Handball Euros semifinal [Norway - Croatia],eti9j9,bslawjen,58,0.91,0
Protests or not politics and Olympics are intertwined,etoeqh,IvyGold,8,0.63,0
36yrs ago 19-year-old Mike Tyson broke Rocky Marciano’s HW record of 17 straight KOs in only 11 months,ete3aj,FuriousWK,127,0.94,0
Alisson's assist to Mo Salah,et8rbk,EidAlayed,202,0.94,0
Wow...,et6k70,gingerCB,424,0.95,0
The ball spun back to Svitolina's court,estjre,Stas9t,15826,0.97,1
Judge orders mental health evaluation for Antonio Brown,etb3xm,Eagle0825,78,0.96,0
AP: New Orleans Saints fight to shield emails in Catholic Church sexual abuse case,etby51,benjaminck,54,0.87,0
Jimmy Garoppolo recalls “class act” Patrick Mahomes seeking him out after ACL tear,etbb14,Fitness_and_Finance,31,0.89,0
The real life Scott Sterling,etk5eg,Dane_Gleessak,3,0.7,0
Rafael Nadal apologizes to ball girl as a gentleman.,esx197,Rudolph888,1185,0.97,0
Serena Williams Upset by Qiang Wang in Australian Open 3rd Round,et5bpa,nolesfan2011,156,0.92,0
15-year-old Coco Gauff has defeated defending Australian Open champ and world No. 3 Naomi Osaka,et85ek,tgr31,55,0.91,0
Moroccan team scores equalizer and qualifying goal against their arch rival in the last minute of the game after being 4-1 down 15 minutes earlier,et9iao,MohamedsMorocco,19,0.88,0
Dakar racer Edwin Straver passed away,et8krg,Motorsportlover,13,0.89,0
This is the definition of a SUPER FAN > He’s going to 30 NBA home games in 30 days to get on every team’s Jumbotron and he’s almost there,et7s9g,Koala_Confused,10,0.78,0
Perfect buzzer-beater tip waved off by refs stealing win from St. Olaf,et7thk,SadBrontosaurus,6,0.8,0
Philadelphia Police Investigating Claim Flyers Mascot Gritty Physically Assaulted Teen Boy During Photo Shoot,esgz2e,MorganGoddamnFreeman,8603,0.94,0
‘That is ridiculous’: brilliant bowls shot lights up World Indoor Championships,esxf6f,a_neda,53,0.88,0
Aphelele Fassi with a flashy Lamar Jackson-style run to score behind the posts,esvqh3,punchinglines,55,0.87,0
Coach Dave Kragel First to 1000 Wins NJCAA Womens BBall,et3r3z,ThePenguinTux,7,0.86,0
Big Virg (LIV) meets big Traoré (WOL),et37bb,ThisThreadisWhack,8,0.78,0
Zion Williamson scored 17 points in 3:08 in the fourth quarter of his NBA debut including 4-4 three pointers. He finished with 22 points 7 rebounds and 3 assists in 18 minutes.,esofwh,CaramelPhD,216,0.91,0
Cops waiting for Antonio Brown to turn himself in,esyzca,bbaitinger,12,0.81,0
Sources: Eli Manning to retire after 16 seasons,esj33z,Eagle0825,234,0.95,0
[ESPN] Kansas forward Silvio De Sousa has been suspended indefinitely for his role in the Jawhawks' brawl with Kansas State on Tuesday night.,esfu0l,foodude84,456,0.95,0
Antonio Brown accused of Battery and Burglary Cops are Working on Arrest Warrant,es2g6r,Wandiclaos,9413,0.95,0
Antonio Brown has 'locked himself in' Florida home as police investigate battery incident: report,eshzqv,MrHotep,59,0.82,0
AB wanted by police as arrest warrants is put out for AB after a incident in Florida. Allegedly assaulted a truck driver and threw a rock at a vehicle.,eslosz,sadiqul26,20,0.87,0
Giants Quarterback Eli Manning Retires After 16 Seasons and 2 Super Bowls,eskclr,Sdgal01,25,0.93,0
Brawl at the end of tonight's Kansas basketball game that goes off the court,es597b,skipatomskip,492,0.94,0
Kansas-Kansas State college basketball rivalry game ends in massive brawl | Sport,esfv1m,Fitness_and_Finance,22,0.76,0
Beer League hockey out of Iowa record with two GoPros - CR Red Wings vs B Minus.,eslh74,hockeyManIowa,5,0.6,0
This could be the most expensive Super Bowl ever with ticket prices soaring,es8g2i,chopinrocks,59,0.88,0
MLB Hall of Fame Election Results 1990-2020,ese7ww,BoMcCready,10,0.86,0
49ers' Katie Sowers to make history as first female and openly gay person to coach at Super Bowl,eroqwh,Area_man_claims,24118,0.76,2
Derek Jeter and Larry Walker Elected to the Major League Baseball Hall of Fame,es37sy,NoobSalad41,62,0.93,0
Massive brawl breaks out at end of Kansas-Kansas State | College Basketball on ESPN,es79fu,yoghurtorgan,20,0.78,0
Charles Barkley's exclusive ESPN interview on the decline of the Big Man in the NBA,es73yp,Area_man_claims,13,0.76,0
Great save from Aaron Ramsdale,es2u4t,HaraldStevenson,20,0.82,0
"Liverpool fans chant ""We're gonna win the league"" after last minute goal to secure a win against rivals Man United going 16 points ahead at the top of the table. Liverpool last won the league 30 years ago.",erk6n7,Successful-Burnkle,2218,0.9,0
Ex-NBA guard Delonte West allegedly appears in two distressing videos as fans seek help for former player,erv4wg,Rockithammer,70,0.86,0
Titans 321-pound offensive lineman Dennis Kelly catches a touchdown pass becoming the heaviest player in NFL history to catch a touchdown pass in the playoffs,er2fni,suzukigun4life,28850,0.93,0
Atlanta Hawks forward Chandler Parsons' playing days may be over following car wreck attorneys say,erkfmz,AnimalChin-,72,0.92,0
Patrick Kane reaches 1000 points.,erfgzl,The_Cooler_Guy,72,0.89,0
Majesty Brandon of Canisius has free throw routine consisting of jab steps and behind the backs,ergoa3,Nyhrox,42,0.8,0
The ugly gory bloody secret life of NHL dentists,erhbbp,r4816,29,0.85,0
Patrick Mahomes breaks out of multiple tackles and slithers his way into the endzone on a 27 yard run,er2nqr,Yu-Yu-Hakusho-is-Lit,1111,0.94,0
"Travis Kelce during the trophy presentation: ""Been seven years and I've learned one thing here: you gotta fight… for your right… to party!""",er4cw5,Yu-Yu-Hakusho-is-Lit,346,0.92,0
McGregor finishes Cerrone in the first round of his return,eqseo2,IHaveABigCaucus,28807,0.89,1
Patrick Mahomes throws a 60 yard bomb to Sammy Watkins for a touchdown,er3mnn,IHaveABigCaucus,277,0.94,0
Raheim Mostert runs over a Packer defender en route to his fourth touchdown in the NFC Championship Game,er5zka,Yu-Yu-Hakusho-is-Lit,82,0.91,0
Kansas City Chiefs Defeat Tennessee Titans Advance to First Super Bowl in 50 Years,er4264,Commandant1,98,0.93,0
Frank Clark sacks Tannehill on 4th down ending a 50 year—800 games—Super Bowl appearance drought for the Chiefs,er41m5,Yu-Yu-Hakusho-is-Lit,97,0.93,0
Super Bowl tickets for Chiefs vs. 49ers are selling for record amount,erd74i,protekt0r,6,0.65,0
Mostert scores his third TD of the NFC Championship game 27-0 in the first half,er5gsw,Yu-Yu-Hakusho-is-Lit,57,0.87,0
Raheem Mostert Leads San Francisco 49ers To Super Bowl LIV,er6r6q,SubbyDoo,31,0.85,0
3rd horse euthanized in 3 days after suffering injuries at Santa Anita Park,er57oe,Stock412,27,0.86,0
Rookie Ja Morant reaches way back for a one-handed alley oop slam,eqjmk8,IHaveABigCaucus,12577,0.95,0
Stastny takes a puck to the face and picks up his teeth from the ice,eqwyph,Baikken,123,0.92,0
Lisa Ashton is the first ever woman to win a PDC Darts Tour Card,er21bb,TheJeck,25,0.82,0
Conor Vs Cerrone Fight Stats,eqsl6t,ALongAssName,157,0.93,0
Mauro Caviezel does one of the sketchiest jumps over the iconic Hundschopf in Wengen.,eqhgre,ADarkcid,1839,0.98,0
Toronto Raptors point guard Kyle Lowry yeets the ball and manages to swish it into the rim from 30 feet back,eqb79t,suzukigun4life,5594,0.94,0
Vanderbilt’s 3 Point Streak is Dead,eqtxd8,Calcdave,11,0.74,0
Amputee lifts weights with one arm,eqkhsf,notChris2K,99,0.9,0
Saracens officially relegated from Premiership,eql2ss,RugbyXVIsDead,48,0.88,0
Im playing rugby for 3 years now and i became man of the match for the first time!,eqgmb1,HZODEN,88,0.79,0
Crazy pass from Matsushima setups an amazing try (Japanese Top League),epzrwu,eshfesh,12364,0.97,0
Snooker referee at The Masters 2020 gets stung by wasp during game.,eqlrry,NulloK,18,0.79,0
Aussie comedian Andy Lee reels in amazing catch in the New Zealand Black Clash T20 charity match,epyn9t,mickeyc87,6965,0.94,0
Chris Morris' football inspired run out in the BBL,eqdz4f,here-for-the-footy,81,0.87,0
How the internet helped crack the Astros' sign-stealing case,eqeem3,The_Collector4,45,0.84,0
360 view of Detroit Red Wings warming up with soccer ball,eqflp2,Michigander87,5,0.67,0
Behind the back 3-point buzzer beater wins high school basketball game,eqb5cp,TobySomething,21,0.88,0
Giants make Alyssa Nakken first female coach in MLB history,epuquq,mickeyslim,1348,0.93,0
Arrest warrant issued for OBJ following alleged contact with security guard at Superdome,epmf2w,KingFirmin504,11898,0.93,0
Giants hire ex cowboys coach Jason Garrett as OC,eqa05f,Eluwein,13,0.79,0
The commercial portrait of Aaron Hernandez taken the same day he shot someone,eq2v9d,jschneider1219,46,0.86,0
UK rugby league player Rob Burrow diagnosed with motor neurone disease enters the field one last time with such emotion.,eq0rxm,Digitek50,50,0.88,0
One-armed golfer hits hole in one at American Express 2020,epwsza,stormrider0,39,0.94,0
Konyaspor beat Ankaragucu with Levan Shengelia's last minute strike in Turkish Super League's first match of the second leg.,eq4tin,ismailcesur,3,0.64,0
Turkish soccer star Hakan Sukur is now an Uber driver in the US,epucwj,hayaimonogachi,37,1.0,0
Two videos seem to confirm José Altuve was hiding something underneath his jersey during ALCS - Golf Digest,epozap,ShepherdOfFyre,86,0.91,0
Top rugby team in England about to be relegated an entire division for paying players too much,eprvwa,RugbyXVIsDead,19,0.83,0
Tyson Fury masturbating “seven times a day” in preparation for Wilder fight,ep4p0f,FatFreddysCoat,6603,0.94,0
Carlos Beltran stepping down as Mets manager,epn56u,Eagle0825,25,0.88,0
Michael Johnson and Donovan Bailey beefed for pride country and the title of World’s Fastest Man,epowjb,ColeTrain4EVER,12,0.74,0
Trump gives LSU football team a championship welcome,eq3cpk,Der_Bar_Jew,0,0.42,0
Inside the rooms as Smith struck by the ball at Lord's,ephfjp,drromore,43,0.81,0
WNBA players win better pay increased marketing and more family benefits with new CBA,eooo61,cobythegiant,13485,0.85,2
Panthers LB Luke Kuechly retires from the NFL,eovfo7,CaramelPhD,1066,0.95,0
Alabama hands rival and No. 4 Auburn its first loss of the season,epeefb,discocrisco,4,0.67,0
Wildfire smoke forced tennis players to withdraw from Australian Open matches,epecr6,ruchimac6,6,0.63,0
[ Wendover Productions] American Sports' Battle for China,ep6qeu,ColeTrain4EVER,17,0.8,0
Laureus Awards: Liverpool Lewis Hamilton Andy Murray and Tiger Woods among nominees,ep7skw,ThaBlackLoki,9,0.84,0
Meet the Women Who Are Changing What it Means to be a Mom and a Professional Athlete,ep86ij,grh55,8,0.57,0
LSU QB Joe Burrow throws his NCAA record 60th touchdown pass in the National Championship Game,eogge1,CaramelPhD,5456,0.97,0
Sumo Wrestler Carries Opponent out of Ring,ep2pxc,Shloobinstein,8,0.76,0
Soccer: Yokohama FC extend 52-year-old Kazuyoshi Miura's contract - The Mainichi,eowq54,hayaimonogachi,25,0.88,0
Aaron Hernandez: how did a $40m NFL star become a convicted killer?,ep0agm,sour_creme,8,0.67,0
The Boston Red Sox have fired Alex Cora,eoudbk,CornerKickAficionado,44,0.87,0
"""It's official: Dodgers definitely were cheated out of 2017 World Series title by Astros’ sign-stealing""",eosfja,Xcelorin,48,0.74,0
Houston Astros GM Jeff Luhnow and manager AJ Hinch have been suspended for one year after an MLB investigation found the team used technology to cheat during its World Series-winning 2017 season.,eo8lpr,schwarzkraut,9820,0.94,0
Report: Tom Brady and family have moved to Connecticut suite at Gillette Stadium cleaned out,eotcd4,hawker101,34,0.86,0
Beast Mode promoting local Buffalo businesses,eoo7an,dogma43,76,0.86,0
Penn St. FB Accused of Violent Sexual Hazing 'I'm Going to Sandusky You',eoq3tm,NoDopeOnSundaes,35,0.84,0
Staten Island Yankees to give away mini trash cans when Astros affiliate visits in September,eosa9q,advocatus24,20,0.86,0
LSU defeats Clemson 42-25 in the National Title Game,eogrp6,CaramelPhD,265,0.91,0
OBJ handing out straight cash to LSU players.,eomq2t,therealsix,34,0.82,0
Brad Marchand skates past the puck on a shootout attempt to end the game,eof8lq,112122334,318,0.96,0
DOJ antitrust chief met with NCAA as it faces pressure to let college athletes make money,eos7vb,DoremusJessup,4,0.75,0
Who else thinks the Red Sox should vacate 2018 title?,ep53h2,danger_zone123,0,0.4,0
Snoop Dogg demands equal pay for US Women's Soccer Team: 'Pay Them Ladies',ep1apb,karlalutzz,0,0.44,0
Is there much interest in international field hockey? New competition in its 2nd season the FIH Pro League is free to watch high quality tv production and incredibly exciting to watch for both the men’s and women’s competitions!,eomraj,livingupsidedown,10,0.78,0
LSU’s Latest Title Is A Lot Like Its First,eojwm1,Sanlear,15,0.84,0
Former Cowboys head coach Jimmy Johnson gets emotional as he receives word of his induction into the NFL Hall of Fame. Troy Aikman former Cowboys QB under Johnson also gets emotional watching.,enwxrj,Yu-Yu-Hakusho-is-Lit,36400,0.89,6
NASCAR changes rules to try to improve short-track racing.,eooa56,PrincessBananas85,5,0.74,0
Tee Higgins Lowering the shoulder for the Touchdown(Clemson vs LSU National Championship),eoertp,Kyoya23,65,0.83,0
The Ribbons Routine of Spain Group of Rhythmic Gymnastics in the Rio 2016 Olympics,eomrl0,Ben__Harlan,6,0.71,0
Astros fire GM,eo9lui,shadowshand,40,0.84,0
Kansas City Chiefs offensive lineman Eric Fisher (#72) channels his inner Stone Cold after a Chiefs touchdown,enve3t,suzukigun4life,1795,0.97,0
Astros' Jeff Luhnow AJ Hinch fired for sign stealing,eo9rls,schwarzkraut,22,0.8,0
Goal Saver - Federico Valverde’s red card tackle on Alvaro Morata,eo3vdz,karlalutzz,76,0.93,0
Iran's sole female Olympic medalist says she's defected,enlscp,Cyrus-V,12759,0.95,0
Troy Aikman watches as his former coach Jimmy Johnson is indicted into the NFL Hall of Fame.,enzdt0,JacobAlred,160,0.88,0
One handed NFL player Shaquem Griffin is joined by his brother in a late game 3rd and 9 sack.,enze2b,DrewRS,136,0.96,0
[Snooker] 'The most amazing shot in the history of snooker',eo90z7,BangSlamtime,6,0.62,0
The Kansas City Chiefs defeat the Houston Texans 51-31 after trailing 24-0,enviev,CaramelPhD,225,0.97,0
Amazon Orders Film On German Soccer Legend Bastian Schweinsteiger,eo3d56,Sanlear,20,0.87,0
Team Serbia Triumphs @ ATP Cup,eo2r9x,karlalutzz,17,0.82,0
Marshawn Lynch riffs on retirement and post-NFL finances and lifestyle in press conference after the Seahawks’ 28-23 loss to the Packers in the NFC Divisional Round. (Bob Condotta),enzkto,afifaguyforyou,38,0.93,0
The Tennessee Titans Defeat The Baltimore Ravens 28-12,eniwak,ShAdOwXxA55aSiN,2496,0.94,1
"[Big Buck Chuck] Superstitious Kansas City Chiefs fan leaves game after the first quarter saying ""It's our only hope""",env0ks,AceRockefeller,71,0.94,0
Federico Valverde straight red card against Atlético Madrid 115',enwnrz,CalOtter,42,0.93,0
The Ultimate Sports/Events Bucket List Guide for 2020,enz3xs,bettatran,13,0.76,0
Mahomes connects with Travis Kelce for the second time in the game to cut the lead to 24-21. The Chiefs scored three TDs in three minutes to cut down the 24-0 deficit.,entq79,Yu-Yu-Hakusho-is-Lit,42,0.81,0
Patrick Mahomes throws his fourth touchdown of the second quarter to give the Chiefs a 28-24 lead. They trailed 24-0 before the 28-0 run.,enu1g9,Yu-Yu-Hakusho-is-Lit,39,0.81,0
Agnes Keleti oldest living Olympic champion and Holocaust survivor turns 99,en9ryj,PCBuildNerd,17721,0.95,0
Judges adjourn Diack trial for athletics doping cover-up,eo6e6g,Fitness_and_Finance,0,0.5,0
Veteran rider Goncalves dies in Dakar accident,enmclf,Rockithammer,200,0.96,0
Athletes Will Sleep on Cardboard Bed Frames at 2020 Tokyo Olympics,enwmj6,Sariel007,14,0.83,0
The Texans recover the muffed punt by Tyreek Hill later scoring to make it 21-0 in the first quarter,ent4in,Yu-Yu-Hakusho-is-Lit,27,0.78,0
Rob Burrow coming on for his testimonial fundraiser game after being diagnosed with Motor Neurone Disease,enu40q,MrRyangrrr,16,0.82,0
Julian Edelman Arrested for Misdemeanor Vandalism,enpdra,jakeba75,42,0.93,0
Recruiting trouble: MSU sex assaults throw football program for loss,enx88o,LaurenARazzaq,6,0.69,0
Teddy Iribaren with incredbile pass against Munster,enpaaf,Paskie123,18,0.84,0
Five years ago today a controversial call in the NFC Divisional Round overturned a Dez Bryant catch to an incomplete pass. The play became a catalyst for rule changes as to what constitutes a catch in the NFL in the present.,en8qw3,Yu-Yu-Hakusho-is-Lit,687,0.93,0
57345 fans watching the All-Japan University Rugby Championship Final. (Waseda beat Meiji 45-35),enhoh0,eshfesh,65,0.89,0
Found a fun box of old pennants from my childhood,en2d7t,livejamie,4216,0.97,1
Pro Football Hall of Fame surprises Bill Cowher on live TV tells him he's in 2020 class,enj2yi,Fitness_and_Finance,39,0.87,0
